"Date","Price","Volume","Market_cap"
"2023-03-26 00:00:00 UTC+0","1775.39238682","11285355583.095010","213854174181.37440000"
"2023-03-25 00:00:00 UTC+0","1743.72810345","24319075345.560383","210036808076.41296000"
"2023-03-24 00:00:00 UTC+0","1752.69484252","12146583812.531012","211117797570.10846000"
"2023-03-23 00:00:00 UTC+0","1817.34128392","12295281190.629290","218905097789.05215000"
"2023-03-22 00:00:00 UTC+0","1738.82264618","11189640890.376604","209447455445.43695000"
"2023-03-21 00:00:00 UTC+0","1807.75138820","21424462621.650116","217750742795.65475000"
"2023-03-20 00:00:00 UTC+0","1737.11671564","14382548556.885714","209242560725.43478000"
"2023-03-19 00:00:00 UTC+0","1792.95868250","15411296698.661957","215968990997.94846000"
"2023-03-18 00:00:00 UTC+0","1768.93085341","25643473945.366250","213076060202.69122000"
"2023-03-17 00:00:00 UTC+0","1792.76701479","30234201473.662310","215948467752.32996000"
"2023-03-16 00:00:00 UTC+0","1676.96831221","29202271501.228027","202001610852.16705000"
"2023-03-15 00:00:00 UTC+0","1654.73739327","22882515505.630405","199325987224.03687000"
"2023-03-14 00:00:00 UTC+0","1703.53703417","19514450134.623096","205206686390.09253000"
"2023-03-13 00:00:00 UTC+0","1677.93158107","17975452890.603890","202123341855.73105000"
"2023-03-12 00:00:00 UTC+0","1584.14772104","37953285252.428470","190838056615.23352000"
"2023-03-11 00:00:00 UTC+0","1481.62370801","18885026083.898230","178489370415.05527000"
"2023-03-10 00:00:00 UTC+0","1432.98753020","15421818455.229660","172632994561.46130000"
"2023-03-09 00:00:00 UTC+0","1437.88837623","11126389574.633362","173225715669.70007000"
"2023-03-08 00:00:00 UTC+0","1532.54294700","12596625431.579964","184631302509.91348000"
"2023-03-07 00:00:00 UTC+0","1561.89606729","9074693672.160526","188170269468.44670000"
"2023-03-06 00:00:00 UTC+0","1566.24253185","6502327974.635257","188695274119.96838000"
"2023-03-05 00:00:00 UTC+0","1564.88315893","6281422488.941854","188532477153.65726000"
"2023-03-04 00:00:00 UTC+0","1567.35586714","4826841771.975926","188832393393.66376000"
"2023-03-03 00:00:00 UTC+0","1568.86656373","10978294297.569618","189016081237.60010000"
"2023-03-02 00:00:00 UTC+0","1647.22007456","8519422007.958119","198458432436.57455000"
"2023-03-01 00:00:00 UTC+0","1666.47101646","8430350745.184874","200779050674.35056000"
"2023-02-28 00:00:00 UTC+0","1604.43740649","7607617796.602382","193306145961.05856000"
"2023-02-27 00:00:00 UTC+0","1634.11235180","8595474692.098900","196882065959.58173000"
"2023-02-26 00:00:00 UTC+0","1641.57149224","7215534653.148263","197781480583.27030000"
"2023-02-25 00:00:00 UTC+0","1596.15677038","6954779490.158583","192312039869.36734000"
"2023-02-24 00:00:00 UTC+0","1607.97910313","10284727348.609686","193739918961.43234000"
"2023-02-23 00:00:00 UTC+0","1651.08810959","10226074606.787079","198937161063.64060000"
"2023-02-22 00:00:00 UTC+0","1643.88078188","10316134320.862595","198071343942.37700000"
"2023-02-21 00:00:00 UTC+0","1658.64294458","10089631247.565157","199852423445.54510000"
"2023-02-20 00:00:00 UTC+0","1702.65386109","9054532333.164719","205156671750.07810000"
"2023-02-19 00:00:00 UTC+0","1681.77441047","8422853584.569508","202645768431.61642000"
"2023-02-18 00:00:00 UTC+0","1692.47143233","6943587779.167614","203934708375.20395000"
"2023-02-17 00:00:00 UTC+0","1694.90309251","10394538793.425497","204231643907.99440000"
"2023-02-16 00:00:00 UTC+0","1640.91054524","14043300616.175798","197735483802.16397000"
"2023-02-15 00:00:00 UTC+0","1677.24637173","11481084271.536303","202114078510.92627000"
"2023-02-14 00:00:00 UTC+0","1556.23409481","10810745887.370546","187532846921.69577000"
"2023-02-13 00:00:00 UTC+0","1507.05149377","10297364325.828264","181606140761.29956000"
"2023-02-12 00:00:00 UTC+0","1515.60280766","6534088588.295475","182636744425.42432000"
"2023-02-11 00:00:00 UTC+0","1538.70006548","5517007138.520965","185421385232.99548000"
"2023-02-10 00:00:00 UTC+0","1514.06616901","9540825985.622562","182455774281.94098000"
"2023-02-09 00:00:00 UTC+0","1545.65034021","11301141309.942595","186264552067.40920000"
"2023-02-08 00:00:00 UTC+0","1650.36296391","9182602438.176708","198885826633.57224000"
"2023-02-07 00:00:00 UTC+0","1671.41208728","8504013559.414854","201423686353.23056000"
"2023-02-06 00:00:00 UTC+0","1614.08079915","6183046755.773031","194516071942.02194000"
"2023-02-05 00:00:00 UTC+0","1629.63057554","8762337562.591616","196390006272.68124000"
"2023-02-04 00:00:00 UTC+0","1666.64731965","7539975035.081907","200853004508.82270000"
"2023-02-03 00:00:00 UTC+0","1664.13418239","8950724963.831165","200552109593.20135000"
"2023-02-02 00:00:00 UTC+0","1640.57895573","12625772378.036907","197714864626.57416000"
"2023-02-01 00:00:00 UTC+0","1640.89361816","9572801450.108156","197754075991.35333000"
"2023-01-31 00:00:00 UTC+0","1586.23673653","7130247324.080216","191167566653.54315000"
"2023-01-30 00:00:00 UTC+0","1567.04187161","9576174022.534857","188854270324.61710000"
"2023-01-29 00:00:00 UTC+0","1645.98761402","8946957828.999811","198368236694.43845000"
"2023-01-28 00:00:00 UTC+0","1573.97139761","7065332706.777599","189689710301.72916000"
"2023-01-27 00:00:00 UTC+0","1598.04702021","9640717294.304724","192591804408.89180000"
"2023-01-26 00:00:00 UTC+0","1602.45941802","8961412238.325460","193124111773.48645000"
"2023-01-25 00:00:00 UTC+0","1612.93445013","12063420018.383009","194387398317.20905000"
"2023-01-24 00:00:00 UTC+0","1556.40644755","8143577447.629535","187574984436.86426000"
"2023-01-23 00:00:00 UTC+0","1626.81858103","7575747295.803948","196060625039.68817000"
"2023-01-22 00:00:00 UTC+0","1628.03547649","8602639220.113020","196207924301.85077000"
"2023-01-21 00:00:00 UTC+0","1626.13589908","10198550999.724302","195978990629.52676000"
"2023-01-20 00:00:00 UTC+0","1660.42499920","9979526988.372452","200112091696.69165000"
"2023-01-19 00:00:00 UTC+0","1551.52789915","7654966553.380613","186989431506.50842000"
"2023-01-18 00:00:00 UTC+0","1511.94476434","10952465850.070251","182219787927.86066000"
"2023-01-17 00:00:00 UTC+0","1565.56282536","8956158254.520153","188682687448.04852000"
"2023-01-16 00:00:00 UTC+0","1575.89426790","8828360616.731524","189929301064.60156000"
"2023-01-15 00:00:00 UTC+0","1552.88415134","7907694831.348482","187156084964.08237000"
"2023-01-14 00:00:00 UTC+0","1551.16966557","16238317683.375698","186950746071.46292000"
"2023-01-13 00:00:00 UTC+0","1451.59551826","7964404842.808822","174951235927.57550000"
"2023-01-12 00:00:00 UTC+0","1416.44762216","12825598069.208080","170715091776.68808000"
"2023-01-11 00:00:00 UTC+0","1389.22685179","7171260593.207138","167434988582.37240000"
"2023-01-10 00:00:00 UTC+0","1335.21208060","6072997167.198219","160925948483.77103000"
"2023-01-09 00:00:00 UTC+0","1321.35254945","10333188980.204226","159255533552.78058000"
"2023-01-08 00:00:00 UTC+0","1289.97114269","4542397616.737775","155473124022.12225000"
"2023-01-07 00:00:00 UTC+0","1264.05668502","3669586957.056384","152350253688.61343000"
"2023-01-06 00:00:00 UTC+0","1269.52956752","5333490573.437557","150805231900.39493000"
"2023-01-05 00:00:00 UTC+0","1250.24664234","5420253530.166857","151322902029.08380000"
"2023-01-04 00:00:00 UTC+0","1256.47149125","8128912772.901968","146422424046.49760000"
"2023-01-03 00:00:00 UTC+0","1214.08077873","5489992069.633339","146443084804.90094000"
"2023-01-02 00:00:00 UTC+0","1213.10292511","5216346312.638664","144712215098.15164000"
"2023-01-01 00:00:00 UTC+0","1199.63194550","3567006759.643382","144188788703.97467000"
"2022-12-31 00:00:00 UTC+0","1195.36489004","4053713915.294977","144611517916.40677000"
"2022-12-30 00:00:00 UTC+0","1199.49729145","5565196371.220117","144831301452.10547000"
"2022-12-29 00:00:00 UTC+0","1200.86392874","5520750173.237823","143241827136.73636000"
"2022-12-28 00:00:00 UTC+0","1189.16149201","6575448973.334085","146030514727.00162000"
"2022-12-27 00:00:00 UTC+0","1211.18140888","5624047480.488929","147697269147.94653000"
"2022-12-26 00:00:00 UTC+0","1227.31417863","4550629308.542107","146840669268.71204000"
"2022-12-25 00:00:00 UTC+0","1218.67538964","5896833091.740744","147173116811.52798000"
"2022-12-24 00:00:00 UTC+0","1220.94086787","3783113646.347632","147069822795.65387000"
"2022-12-23 00:00:00 UTC+0","1220.71668607","6301160498.914933","146741009624.09518000"
"2022-12-22 00:00:00 UTC+0","1217.20981245","6645975917.773476","146039250786.06482000"
"2022-12-21 00:00:00 UTC+0","1213.76746082","5440663618.883544","146802833364.30045000"
"2022-12-20 00:00:00 UTC+0","1217.42556111","8146362293.999569","140848456817.41310000"
