"Date","Price","Volume","Market_cap"
"2023-07-18 00:00:00 UTC+0","240.33673010","685020254.471500","37457728175.47525000"
"2023-07-17 00:00:00 UTC+0","244.29534325","578227359.293752","38074698604.40648000"
"2023-07-16 00:00:00 UTC+0","242.50431448","362838667.798826","37795557463.67050000"
"2023-07-15 00:00:00 UTC+0","251.24642148","363599189.874931","39158060263.80421000"
"2023-07-14 00:00:00 UTC+0","248.45810953","805704009.225215","38723487357.98886000"
"2023-07-13 00:00:00 UTC+0","256.60577734","764640427.147696","39993343722.67193600"
"2023-07-12 00:00:00 UTC+0","243.98443385","465500510.531459","38026241758.71860500"
"2023-07-11 00:00:00 UTC+0","248.68483958","546367805.625844","38758824415.13526000"
"2023-07-10 00:00:00 UTC+0","246.22739079","836893780.721828","38875926765.84570000"
"2023-07-09 00:00:00 UTC+0","234.25761492","238506536.200001","36986063381.59779000"
"2023-07-08 00:00:00 UTC+0","236.42857529","299847122.036271","37328828237.84144600"
"2023-07-07 00:00:00 UTC+0","235.75413176","411253117.015751","37222342857.83048000"
"2023-07-06 00:00:00 UTC+0","232.52051330","585115812.172528","36711798868.26225000"
"2023-07-05 00:00:00 UTC+0","239.00641148","499390484.516529","37735833204.64980000"
"2023-07-04 00:00:00 UTC+0","242.43965249","479856068.839994","38277894855.62594600"
"2023-07-03 00:00:00 UTC+0","246.26760189","714396803.952739","38882275547.08736400"
"2023-07-02 00:00:00 UTC+0","246.31107830","569364286.062314","38889139875.28025000"
"2023-07-01 00:00:00 UTC+0","247.78685506","665399990.968546","39122144778.13811500"
"2023-06-30 00:00:00 UTC+0","240.26646892","714023643.070616","37934778986.95696000"
"2023-06-29 00:00:00 UTC+0","233.06153726","332865150.547807","36797219128.74046000"
"2023-06-28 00:00:00 UTC+0","230.56186048","514768705.085216","36402554461.10636000"
"2023-06-27 00:00:00 UTC+0","237.53134572","341484932.879836","37502940559.81049000"
"2023-06-26 00:00:00 UTC+0","236.03516152","454447557.649050","37266713601.71007500"
"2023-06-25 00:00:00 UTC+0","238.88893777","447978112.353387","37717285718.14211000"
"2023-06-24 00:00:00 UTC+0","236.64008700","655237995.231335","37362223035.20563500"
"2023-06-23 00:00:00 UTC+0","244.46336644","578350554.374959","38597411523.61374000"
"2023-06-22 00:00:00 UTC+0","240.84904322","950877419.141897","38026759475.78535000"
"2023-06-21 00:00:00 UTC+0","248.87582800","867564948.746188","39294078665.35312000"
"2023-06-20 00:00:00 UTC+0","247.64738022","577904517.906048","39100123615.34495000"
"2023-06-19 00:00:00 UTC+0","241.94262685","389116424.719030","38199421327.16501600"
"2023-06-18 00:00:00 UTC+0","244.29679463","364038928.940915","38571112120.35523000"
"2023-06-17 00:00:00 UTC+0","244.91556969","427082088.298480","38668808212.66768000"
"2023-06-16 00:00:00 UTC+0","239.44715053","506394373.451972","37805419853.59735000"
"2023-06-15 00:00:00 UTC+0","236.36760212","530029335.721641","37319201411.49377400"
"2023-06-14 00:00:00 UTC+0","238.13100364","814187306.000873","37597618317.50597000"
"2023-06-13 00:00:00 UTC+0","244.72634094","958991028.468257","38638931588.83517500"
"2023-06-12 00:00:00 UTC+0","231.64718942","1175419704.327235","36573913009.50332000"
"2023-06-11 00:00:00 UTC+0","235.45031428","378392929.900196","37174374246.55069000"
"2023-06-10 00:00:00 UTC+0","239.10394004","1279503983.051612","37751231625.47255000"
"2023-06-09 00:00:00 UTC+0","261.22649665","501560265.778233","41244079794.27763000"
"2023-06-08 00:00:00 UTC+0","262.34724628","590441909.532480","41421030782.62169000"
"2023-06-07 00:00:00 UTC+0","259.20168671","939273804.573709","40924390084.00352500"
"2023-06-06 00:00:00 UTC+0","281.78441603","670718186.735559","44489893209.64352000"
"2023-06-05 00:00:00 UTC+0","277.92764265","1038600599.973484","43880961606.79575000"
"2023-06-04 00:00:00 UTC+0","305.42689992","203307858.292019","48222717039.64070000"
"2023-06-03 00:00:00 UTC+0","308.77209428","181285275.901011","48750877333.81538000"
"2023-06-02 00:00:00 UTC+0","307.54026300","316701280.856805","48556388074.69721000"
"2023-06-01 00:00:00 UTC+0","304.92769525","324153214.031438","48143899472.55657000"
"2023-05-31 00:00:00 UTC+0","306.87852977","444136600.281608","48451909477.78979000"
"2023-05-30 00:00:00 UTC+0","311.60752450","323946586.688087","49198552862.99219500"
"2023-05-29 00:00:00 UTC+0","311.76170297","456149038.166399","49222895528.18689000"
"2023-05-28 00:00:00 UTC+0","314.26870374","296873118.184406","49618716554.70806000"
"2023-05-27 00:00:00 UTC+0","307.69163080","185270625.800599","48580286974.47342000"
"2023-05-26 00:00:00 UTC+0","306.89139207","380699014.157791","48453940257.32690400"
"2023-05-25 00:00:00 UTC+0","304.64341522","311141745.567471","48099015555.24662000"
"2023-05-24 00:00:00 UTC+0","305.95598904","330772096.632614","48296030312.09189000"
"2023-05-23 00:00:00 UTC+0","313.40591272","284257313.640673","49482493689.27796000"
"2023-05-22 00:00:00 UTC+0","309.21875782","247550162.377761","48821399378.29970000"
"2023-05-21 00:00:00 UTC+0","306.58449491","184837627.014578","48405485407.69844000"
"2023-05-20 00:00:00 UTC+0","310.79257895","148130525.183896","49069884142.41537500"
"2023-05-19 00:00:00 UTC+0","309.19953170","226631032.780861","48818363837.70087400"
"2023-05-18 00:00:00 UTC+0","309.30372864","297793723.325103","48834815104.79741000"
"2023-05-17 00:00:00 UTC+0","314.09119099","273323488.401386","49590689725.94015000"
"2023-05-16 00:00:00 UTC+0","311.34138713","231960157.987653","49156533423.57619000"
"2023-05-15 00:00:00 UTC+0","313.60069583","254489321.713595","49513247270.48310000"
"2023-05-14 00:00:00 UTC+0","312.15774746","252908642.206873","49285425519.50335000"
"2023-05-13 00:00:00 UTC+0","311.92904464","220456162.258349","49249316482.45998000"
"2023-05-12 00:00:00 UTC+0","309.77740205","396899162.265100","48909601637.78403000"
"2023-05-11 00:00:00 UTC+0","307.76059570","398872732.640205","48591175586.30347000"
"2023-05-10 00:00:00 UTC+0","314.67912892","422804871.997692","49683517058.22892000"
"2023-05-09 00:00:00 UTC+0","312.69115206","332337395.957653","49369642786.94981400"
"2023-05-08 00:00:00 UTC+0","314.12197444","449541673.736250","49595550011.20940000"
"2023-05-07 00:00:00 UTC+0","321.53138431","329043957.731074","50765394171.70109000"
"2023-05-06 00:00:00 UTC+0","323.96765305","431967117.173093","51150047581.06866500"
"2023-05-05 00:00:00 UTC+0","328.02263688","432709480.655875","51790273892.25671400"
"2023-05-04 00:00:00 UTC+0","323.91339741","350860428.110057","51141481359.82762000"
"2023-05-03 00:00:00 UTC+0","326.17353817","726423341.486296","51498326576.51823400"
"2023-05-02 00:00:00 UTC+0","321.70015682","481346146.102626","50792041035.59416000"
"2023-05-01 00:00:00 UTC+0","328.61488845","798071211.895459","51883782290.45833000"
"2023-04-30 00:00:00 UTC+0","338.31344568","799586717.614164","53399160368.85168000"
"2023-04-29 00:00:00 UTC+0","322.62001083","340312471.740049","50937273364.23317000"
"2023-04-28 00:00:00 UTC+0","325.33875301","1075709364.012792","51366525452.15005500"
"2023-04-27 00:00:00 UTC+0","330.77429269","1229652563.921556","52224722592.08871000"
"2023-04-26 00:00:00 UTC+0","330.76623083","843969352.056847","52223449735.59418000"
"2023-04-25 00:00:00 UTC+0","338.39913732","568381386.340231","53428580946.48653000"
"2023-04-24 00:00:00 UTC+0","331.14144740","605985488.146581","52282691284.25482000"
"2023-04-23 00:00:00 UTC+0","330.78220083","540157815.839592","52225971179.70943000"
"2023-04-22 00:00:00 UTC+0","333.01540281","574463169.201729","52578563132.58919500"
"2023-04-21 00:00:00 UTC+0","322.28893043","962808203.276305","50885000310.44761000"
"2023-04-20 00:00:00 UTC+0","318.03252516","502034878.938983","50212972316.68480000"
"2023-04-19 00:00:00 UTC+0","322.82120119","751150127.294413","50969038560.53689600"
"2023-04-18 00:00:00 UTC+0","343.15030631","578772190.552954","54178725343.85590000"
"2023-04-17 00:00:00 UTC+0","339.81720899","741339921.895722","53652475007.52341000"
"2023-04-16 00:00:00 UTC+0","348.00745289","756623662.546512","54945602148.69607500"
"2023-04-15 00:00:00 UTC+0","334.13140655","581760466.122154","52754764811.88421000"
"2023-04-14 00:00:00 UTC+0","330.12412300","826750247.674493","52122069718.01135000"
"2023-04-13 00:00:00 UTC+0","324.91246499","498233714.372633","51299220423.26523000"
"2023-04-12 00:00:00 UTC+0","318.41861411","496628622.888800","50273930463.82410000"
"2023-04-11 00:00:00 UTC+0","321.67496331","792319731.274093","50790943604.41694000"
"2023-04-10 00:00:00 UTC+0","317.90670253","374904913.995417","50195953186.30121600"
"2023-04-09 00:00:00 UTC+0","312.21365281","260407668.627337","49297047768.90456000"
"2023-04-08 00:00:00 UTC+0","310.08647824","244101703.650400","48961177041.89810000"
"2023-04-07 00:00:00 UTC+0","309.88311287","299704060.329220","48929066619.51042000"
"2023-04-06 00:00:00 UTC+0","311.32939459","338897645.294470","49157427610.12289000"
"2023-04-05 00:00:00 UTC+0","313.14546284","414144203.841958","49444176131.36573000"
"2023-04-04 00:00:00 UTC+0","311.50152102","417358336.808961","49184605552.39455000"
"2023-04-03 00:00:00 UTC+0","307.69265954","500362803.147506","48583204477.92607000"
"2023-04-02 00:00:00 UTC+0","314.03300970","266094268.513470","49584315550.82480000"
"2023-04-01 00:00:00 UTC+0","314.82170544","333288002.680983","49708846848.32844500"
"2023-03-31 00:00:00 UTC+0","316.83645732","395733133.619930","50026966567.51049000"
"2023-03-30 00:00:00 UTC+0","317.69886304","574203883.749154","50163136321.39680500"
"2023-03-29 00:00:00 UTC+0","313.48982708","436087656.875615","49498549604.07074000"
"2023-03-28 00:00:00 UTC+0","313.23104928","428467090.783327","49457689822.44482000"
"2023-03-27 00:00:00 UTC+0","310.74849153","650717894.308237","49065705784.57652000"
"2023-03-26 00:00:00 UTC+0","328.86052453","313355974.536485","51925509473.61556000"
"2023-03-25 00:00:00 UTC+0","322.75163114","400307516.591816","50960944322.17618600"
"2023-03-24 00:00:00 UTC+0","322.44198794","439805504.728190","50912053137.56663500"
"2023-03-23 00:00:00 UTC+0","329.85352403","459075179.520669","52082299362.74089000"
"2023-03-22 00:00:00 UTC+0","321.84958865","1297106760.109833","50818516112.61149000"
"2023-03-21 00:00:00 UTC+0","335.36629343","639767291.164568","52952739377.05540000"
"2023-03-20 00:00:00 UTC+0","333.20872785","609644633.894298","52612070054.70463000"
"2023-03-19 00:00:00 UTC+0","338.27693176","566833934.621522","53412315296.44189500"
"2023-03-18 00:00:00 UTC+0","333.29743313","864633512.507270","52626076195.98806000"
"2023-03-17 00:00:00 UTC+0","339.39270799","1134589905.971050","53588491046.29702000"
"2023-03-16 00:00:00 UTC+0","329.96610398","1444696805.037932","52100075200.61870600"
"2023-03-15 00:00:00 UTC+0","307.16868190","636341328.306322","48500470905.88618000"
"2023-03-14 00:00:00 UTC+0","309.08688990","1139726851.174481","48803346806.68109000"
"2023-03-13 00:00:00 UTC+0","308.47166679","1295269813.075990","48706206009.92586000"
"2023-03-12 00:00:00 UTC+0","289.04509450","541075959.768044","45638842832.38006000"
"2023-03-11 00:00:00 UTC+0","278.16610256","540798560.958375","43921101854.74738000"
"2023-03-10 00:00:00 UTC+0","278.56810428","652045747.556292","43984576009.63322000"
"2023-03-09 00:00:00 UTC+0","277.35459323","482960226.705626","43792968399.10229000"
"2023-03-08 00:00:00 UTC+0","286.70872571","405427816.720008","45269941335.11877000"
"2023-03-07 00:00:00 UTC+0","289.28811211","334553162.522788","45675323776.03250000"
"2023-03-06 00:00:00 UTC+0","287.95824278","325468595.570171","45467234125.85809000"
"2023-03-05 00:00:00 UTC+0","288.87679628","244247010.610592","45612269346.55183400"
"2023-03-04 00:00:00 UTC+0","289.67240711","246132697.035629","45737892503.99843600"
"2023-03-03 00:00:00 UTC+0","290.23514964","412860263.279000","45826746868.13164500"
"2023-03-02 00:00:00 UTC+0","299.82666864","353441269.059768","47341202004.96974000"
"2023-03-01 00:00:00 UTC+0","302.80245408","393833163.936210","47812560186.51098000"
"2023-02-28 00:00:00 UTC+0","301.36949037","323839497.276216","47586294968.48405500"
"2023-02-27 00:00:00 UTC+0","304.71649203","389331487.601154","48114787112.35471000"
"2023-02-26 00:00:00 UTC+0","308.86070756","288798077.696389","48769159465.88452000"
"2023-02-25 00:00:00 UTC+0","302.57426859","307028581.199094","47776529658.33409000"
"2023-02-24 00:00:00 UTC+0","301.89962267","477613955.135741","47670002949.35311000"
"2023-02-23 00:00:00 UTC+0","308.34254769","464641403.371804","48687341932.57500000"
"2023-02-22 00:00:00 UTC+0","312.87103800","556947984.206883","49402391339.55558000"
"2023-02-21 00:00:00 UTC+0","311.49682896","567560988.398633","49185403493.04380000"
"2023-02-20 00:00:00 UTC+0","315.41215468","719792156.857386","49803634105.08773000"
"2023-02-19 00:00:00 UTC+0","311.96843544","540241182.412421","49259870238.36000000"
"2023-02-18 00:00:00 UTC+0","316.80347392","474418304.634702","50023323655.74643000"
"2023-02-17 00:00:00 UTC+0","313.40332891","781198496.235596","49486440166.71229600"
"2023-02-16 00:00:00 UTC+0","304.97900708","1143787143.420035","48156238284.86320500"
"2023-02-15 00:00:00 UTC+0","317.87004997","731275866.561814","50191736200.28459000"
"2023-02-14 00:00:00 UTC+0","296.09839467","678912147.391471","46753988039.20203000"
"2023-02-13 00:00:00 UTC+0","294.65082365","1359554936.501022","46525416322.86445000"
"2023-02-12 00:00:00 UTC+0","312.75716576","506668340.557952","49384410893.80389400"
"2023-02-11 00:00:00 UTC+0","310.42362122","312753866.419911","49015943804.28364000"
"2023-02-10 00:00:00 UTC+0","305.92645088","490094235.534708","48305839825.20637000"
"2023-02-09 00:00:00 UTC+0","306.13277662","890104756.732187","48338418695.92639000"
"2023-02-08 00:00:00 UTC+0","328.13093045","536912274.449774","51811931013.62167000"
"2023-02-07 00:00:00 UTC+0","333.14721925","513434574.794233","44954994624.85729000"
"2023-02-06 00:00:00 UTC+0","324.09812372","502081049.676783","43733906716.52460500"
"2023-02-05 00:00:00 UTC+0","327.69376221","714674023.571873","44219103350.12089500"
"2023-02-04 00:00:00 UTC+0","330.44516495","441849594.512027","44590378534.33050500"
"2023-02-03 00:00:00 UTC+0","332.32706821","927419100.655200","44844323175.55566000"
"2023-02-02 00:00:00 UTC+0","322.80191189","950687832.161853","43558995469.18855000"
"2023-02-01 00:00:00 UTC+0","316.76799658","627830165.143320","42735321377.78081000"
"2023-01-31 00:00:00 UTC+0","312.23629863","471729656.416357","42123947847.21278000"
"2023-01-30 00:00:00 UTC+0","307.19298584","634193359.256934","41443552115.00378400"
"2023-01-29 00:00:00 UTC+0","317.17116396","711691931.218460","42789712880.35758000"
"2023-01-28 00:00:00 UTC+0","306.38531787","409248716.941311","41334589244.26933000"
"2023-01-27 00:00:00 UTC+0","308.07078329","492963087.578279","41561976188.02193500"
"2023-01-26 00:00:00 UTC+0","304.75551670","533863450.993032","41114711992.27184000"
"2023-01-25 00:00:00 UTC+0","307.08833773","745601410.531950","41429433989.57666000"
"2023-01-24 00:00:00 UTC+0","300.35453635","917092119.643519","40520973636.24338500"
"2023-01-23 00:00:00 UTC+0","305.19271842","519349947.219931","41173695084.28012000"
"2023-01-22 00:00:00 UTC+0","303.20169882","606928727.469259","40905085681.18529000"
"2023-01-21 00:00:00 UTC+0","299.09919314","784726849.894232","40351614684.56908000"
"2023-01-20 00:00:00 UTC+0","305.16998758","662058629.430364","41170628455.87842000"
"2023-01-19 00:00:00 UTC+0","294.63020486","408760186.791106","39748701346.89786000"
"2023-01-18 00:00:00 UTC+0","286.96748085","899188598.752369","46855182090.31747000"
"2023-01-17 00:00:00 UTC+0","299.18629522","522566854.765209","48850233133.97835000"
"2023-01-16 00:00:00 UTC+0","298.94493593","574008980.712651","48810824719.01943000"
"2023-01-15 00:00:00 UTC+0","302.17990345","557528221.308698","49339020428.79642000"
"2023-01-14 00:00:00 UTC+0","305.24342140","1086973574.524837","49839222372.59814000"
"2023-01-13 00:00:00 UTC+0","293.87506947","538253832.981790","47983032262.36710000"
"2023-01-12 00:00:00 UTC+0","287.85802125","615738422.180698","47000586832.62603000"
"2023-01-11 00:00:00 UTC+0","284.90533767","412462279.395764","46518481590.42267000"
"2023-01-10 00:00:00 UTC+0","277.26199122","436812389.741307","45270499105.75677500"
"2023-01-09 00:00:00 UTC+0","272.87589577","741935572.233755","44656906521.32682000"
"2023-01-08 00:00:00 UTC+0","275.00663864","444112558.676313","42647994854.98575000"
"2023-01-07 00:00:00 UTC+0","261.40894242","269104873.002164","42404102106.18970500"
"2023-01-06 00:00:00 UTC+0","259.99757539","381151105.034447","41882966204.59968600"
"2023-01-05 00:00:00 UTC+0","256.38030075","327324750.985538","42262890456.74842000"
"2023-01-04 00:00:00 UTC+0","259.01153003","666828643.672208","40194802590.74164600"
"2023-01-03 00:00:00 UTC+0","246.01742966","342171811.636787","40136162128.66296400"
"2023-01-02 00:00:00 UTC+0","245.10027607","328272540.090521","39852514893.71858000"
"2023-01-01 00:00:00 UTC+0","244.07332535","244157546.938416","40273794261.84196000"
"2022-12-31 00:00:00 UTC+0","246.08669865","279932092.035884","40164375080.41413000"
"2022-12-30 00:00:00 UTC+0","245.80529648","310011048.949569","40230209465.18819000"
"2022-12-29 00:00:00 UTC+0","246.42370035","312889956.575714","39817009960.25750000"
"2022-12-28 00:00:00 UTC+0","244.27693403","388740080.150705","40184438105.08240500"
"2022-12-27 00:00:00 UTC+0","246.54824235","406124923.614249","39767865335.13547000"
"2022-12-26 00:00:00 UTC+0","244.19330861","237923093.329716","39699718822.07658400"
"2022-12-25 00:00:00 UTC+0","243.12757289","253882506.730120","39956711780.80908000"
"2022-12-24 00:00:00 UTC+0","244.74139103","234392081.646336","40196349507.10237000"
"2022-12-23 00:00:00 UTC+0","246.38353345","345555001.896637","40140034038.02163000"
"2022-12-22 00:00:00 UTC+0","245.79911748","515766450.419520","40173092497.50436000"
"2022-12-21 00:00:00 UTC+0","245.98885344","423170171.081032","41087025961.70686000"
"2022-12-20 00:00:00 UTC+0","251.43650901","640987568.642369","39390259950.26840000"
"2022-12-19 00:00:00 UTC+0","240.45148252","747350467.898657","41190139611.41653400"
"2022-12-18 00:00:00 UTC+0","251.04104226","974325070.224548","39515739967.72809600"
"2022-12-17 00:00:00 UTC+0","242.23766302","1210445954.423043","37108234937.80479400"
"2022-12-16 00:00:00 UTC+0","231.19908087","1383923797.376512","42062237375.52050000"
"2022-12-15 00:00:00 UTC+0","258.34212094","676660395.189285","43816838361.29269000"
"2022-12-14 00:00:00 UTC+0","267.68631156","1029934585.036836","44442840988.66696000"
"2022-12-13 00:00:00 UTC+0","271.99227701","2145375540.798643","45247815338.55446000"
"2022-12-12 00:00:00 UTC+0","276.11028593","921490035.531432","46459874594.12394000"
"2022-12-11 00:00:00 UTC+0","285.69431907","452227489.759841","46979017087.12092600"
"2022-12-10 00:00:00 UTC+0","289.59125306","382515110.305605","46755914537.07679000"
"2022-12-09 00:00:00 UTC+0","287.37681808","607750957.451682","47360717202.43943000"
"2022-12-08 00:00:00 UTC+0","291.50169654","651877424.812034","46475738118.34146000"
"2022-12-07 00:00:00 UTC+0","285.61528258","763847307.855721","47388136404.34783000"
"2022-12-06 00:00:00 UTC+0","291.50086611","575380617.531638","47134321600.05220000"
