"Date","Price","Volume","Market_cap"
"2023-08-15 00:00:00 UTC+0","29159.49872966","9477539672.078720","567401359889.49950000"
"2023-08-14 00:00:00 UTC+0","29389.42257996","10757096041.090502","571843573051.59830000"
"2023-08-13 00:00:00 UTC+0","29282.87201124","4853391106.486968","569739066019.34200000"
"2023-08-12 00:00:00 UTC+0","29426.72264659","4188468781.361895","572512867799.72250000"
"2023-08-11 00:00:00 UTC+0","29407.32413443","7841473570.526687","572105140261.17590000"
"2023-08-10 00:00:00 UTC+0","29422.17537696","9063775236.007349","572366112870.60230000"
"2023-08-09 00:00:00 UTC+0","29556.92050370","11507577352.877657","574963917353.01070000"
"2023-08-08 00:00:00 UTC+0","29759.41037938","13533369370.142960","578872967959.94600000"
"2023-08-07 00:00:00 UTC+0","29173.91203344","9447603911.308899","567461033614.67680000"
"2023-08-06 00:00:00 UTC+0","29052.44183568","4696728237.729381","565071620640.68130000"
"2023-08-05 00:00:00 UTC+0","29063.11363564","4236515265.359360","565249746813.36990000"
"2023-08-04 00:00:00 UTC+0","29093.92871864","9138537116.355830","565821431455.38640000"
"2023-08-03 00:00:00 UTC+0","29169.86938406","9696780290.583103","567276105138.59620000"
"2023-08-02 00:00:00 UTC+0","29136.03947680","14289721725.063587","566590699313.22700000"
"2023-08-01 00:00:00 UTC+0","29658.94618071","14004882471.473793","576730427969.80630000"
"2023-07-31 00:00:00 UTC+0","29230.80241671","8325893366.167232","568380149901.49990000"
"2023-07-30 00:00:00 UTC+0","29269.44298185","5640704448.553055","569104980650.65300000"
"2023-07-29 00:00:00 UTC+0","29365.52398885","4049057646.371714","570943223230.02890000"
"2023-07-28 00:00:00 UTC+0","29307.30432224","7726918628.883749","569787100859.71020000"
"2023-07-27 00:00:00 UTC+0","29235.58603026","7137421152.362722","568366455282.63560000"
"2023-07-26 00:00:00 UTC+0","29371.74156343","9329169243.415895","570988300810.65670000"
"2023-07-25 00:00:00 UTC+0","29246.99312963","7049145744.497989","568536686495.91660000"
"2023-07-24 00:00:00 UTC+0","29202.40367250","10889790115.520382","567645258521.66920000"
"2023-07-23 00:00:00 UTC+0","30101.10663890","6149089755.343303","585086106340.92030000"
"2023-07-22 00:00:00 UTC+0","29789.76404096","4931556200.765452","579007438032.52530000"
"2023-07-21 00:00:00 UTC+0","29919.37838532","7413648774.335966","581500681593.78540000"
"2023-07-20 00:00:00 UTC+0","29803.89237962","9910400057.695126","579236025655.41160000"
"2023-07-19 00:00:00 UTC+0","29925.91922647","8284873050.112363","581583665950.20080000"
"2023-07-18 00:00:00 UTC+0","29877.79339440","9705422889.630836","580619640702.29110000"
"2023-07-17 00:00:00 UTC+0","30157.48462965","9823659334.083060","586025126835.89150000"
"2023-07-16 00:00:00 UTC+0","30253.23654274","6043340582.051780","587859896752.35100000"
"2023-07-15 00:00:00 UTC+0","30313.59145637","5523548246.956302","589003297677.55160000"
"2023-07-14 00:00:00 UTC+0","30344.89853741","15871715939.052822","589585447510.10700000"
"2023-07-13 00:00:00 UTC+0","31482.15005093","18389337435.804016","611654478265.31230000"
"2023-07-12 00:00:00 UTC+0","30400.93551889","10840493664.499712","590625179931.86670000"
"2023-07-11 00:00:00 UTC+0","30633.57294579","8669326851.504723","595117839580.04760000"
"2023-07-10 00:00:00 UTC+0","30418.61442371","11223299384.452370","590915988633.53910000"
"2023-07-09 00:00:00 UTC+0","30176.03889813","5269063213.399840","586174625170.66560000"
"2023-07-08 00:00:00 UTC+0","30309.65695931","4680775528.391400","588737989601.27700000"
"2023-07-07 00:00:00 UTC+0","30360.30159302","10060986579.173008","589687743157.34400000"
"2023-07-06 00:00:00 UTC+0","29921.98536443","16391813062.294277","581141987081.41600000"
"2023-07-05 00:00:00 UTC+0","30512.33277726","9052659289.121328","592581326897.54250000"
"2023-07-04 00:00:00 UTC+0","30774.27910721","9040668738.265402","597638808333.00380000"
"2023-07-03 00:00:00 UTC+0","31147.60660949","11487374103.340172","604860823580.90940000"
"2023-07-02 00:00:00 UTC+0","30624.65305837","7241500793.536865","594679251727.03670000"
"2023-07-01 00:00:00 UTC+0","30586.62725308","5864596049.502834","593907973923.44120000"
"2023-06-30 00:00:00 UTC+0","30467.28985673","20696983836.592503","591565452381.62730000"
"2023-06-29 00:00:00 UTC+0","30443.89142832","9681506385.644457","591081273398.05370000"
"2023-06-28 00:00:00 UTC+0","30084.73952529","10866043103.614210","584080536530.57100000"
"2023-06-27 00:00:00 UTC+0","30689.39575692","12396046313.336987","595799325815.46150000"
"2023-06-26 00:00:00 UTC+0","30268.38086330","12543524564.534512","587599109110.98410000"
"2023-06-25 00:00:00 UTC+0","30470.01496762","9124044652.319221","591485454052.14750000"
"2023-06-24 00:00:00 UTC+0","30558.88159983","9122270224.134083","593181506622.53490000"
"2023-06-23 00:00:00 UTC+0","30705.39659210","19600221105.441110","595996906359.28090000"
"2023-06-22 00:00:00 UTC+0","29899.86949900","15512440008.817726","580338527053.84750000"
"2023-06-21 00:00:00 UTC+0","29999.44113826","27360101599.210045","582245833300.59470000"
"2023-06-20 00:00:00 UTC+0","28319.08703315","17501896035.700607","549610809173.75750000"
"2023-06-19 00:00:00 UTC+0","26741.94167159","9350813060.874435","518979524923.51920000"
"2023-06-18 00:00:00 UTC+0","26357.02678666","6289676809.545339","511486095957.53470000"
"2023-06-17 00:00:00 UTC+0","26547.45557456","7402144287.286386","515156693856.24384000"
"2023-06-16 00:00:00 UTC+0","26358.47792308","12011145775.031029","511465493616.75244000"
"2023-06-15 00:00:00 UTC+0","25582.26703619","11573801143.871363","496379915920.32513000"
"2023-06-14 00:00:00 UTC+0","25174.64059076","9722098327.367483","488447011643.66034000"
"2023-06-13 00:00:00 UTC+0","25967.16615632","10123828025.117079","503804233325.38070000"
"2023-06-12 00:00:00 UTC+0","25950.05585534","8197138880.942506","503447769479.47345000"
"2023-06-11 00:00:00 UTC+0","25934.27759116","7646584467.320299","503117204985.23510000"
"2023-06-10 00:00:00 UTC+0","25873.13116622","14431995261.347734","501903634785.64810000"
"2023-06-09 00:00:00 UTC+0","26540.84526970","7437336543.735739","514831354287.96387000"
"2023-06-08 00:00:00 UTC+0","26534.18677394","8197000727.542669","514674811504.20210000"
"2023-06-07 00:00:00 UTC+0","26337.86315466","13536903869.609170","510841292388.90610000"
"2023-06-06 00:00:00 UTC+0","27276.62208927","17184388188.907883","529025993927.99320000"
"2023-06-05 00:00:00 UTC+0","25833.80683644","15572737581.249037","501017930565.65620000"
"2023-06-04 00:00:00 UTC+0","27156.90742398","6157507030.577333","526655073420.21400000"
"2023-06-03 00:00:00 UTC+0","27250.49980728","5368812671.930623","528445425581.15967000"
"2023-06-02 00:00:00 UTC+0","27259.19074924","10594897175.214150","528591472686.02106000"
"2023-06-01 00:00:00 UTC+0","26820.32584674","10449836477.302360","520053815601.77606000"
"2023-05-31 00:00:00 UTC+0","27218.02628502","11124455118.654282","527742723060.31960000"
"2023-05-30 00:00:00 UTC+0","27704.37712899","8881426490.971290","537148560019.99700000"
"2023-05-29 00:00:00 UTC+0","27745.14518470","10626791622.607300","537911943253.73760000"
"2023-05-28 00:00:00 UTC+0","28071.76288617","10449058609.394556","544216038369.04785000"
"2023-05-27 00:00:00 UTC+0","26874.20292944","4598161071.236948","520972870799.44510000"
"2023-05-26 00:00:00 UTC+0","26724.62027795","8355651662.987174","518049067397.47766000"
"2023-05-25 00:00:00 UTC+0","26474.22413117","9789483832.579145","513169742002.58700000"
"2023-05-24 00:00:00 UTC+0","26332.72567884","11391669429.132660","510321798470.83990000"
"2023-05-23 00:00:00 UTC+0","27220.02978241","9460741003.961994","527517535495.85236000"
"2023-05-22 00:00:00 UTC+0","26845.29965603","7389313935.356024","520255357080.68630000"
"2023-05-21 00:00:00 UTC+0","26758.37176211","5419407488.395864","518544465744.23380000"
"2023-05-20 00:00:00 UTC+0","27141.90942007","4128297228.401379","525956762141.34230000"
"2023-05-19 00:00:00 UTC+0","26897.53285615","7430856106.151538","521196856345.18360000"
"2023-05-18 00:00:00 UTC+0","26834.33426521","10382576060.849295","519947910607.61480000"
"2023-05-17 00:00:00 UTC+0","27394.81799618","10216057789.801882","530779721506.87006000"
"2023-05-16 00:00:00 UTC+0","27034.99631494","8240566989.934639","523783263984.60450000"
"2023-05-15 00:00:00 UTC+0","27192.88525751","9477171429.052423","526815733609.09094000"
"2023-05-14 00:00:00 UTC+0","26924.42952273","6094347453.112376","521586429804.14026000"
"2023-05-13 00:00:00 UTC+0","26847.19769272","6285047402.065789","520065603914.52563000"
"2023-05-12 00:00:00 UTC+0","26887.83171687","14700471528.150541","520829211665.23040000"
"2023-05-11 00:00:00 UTC+0","27002.30724408","11669951330.513475","523018651947.39360000"
"2023-05-10 00:00:00 UTC+0","27631.51308672","14255180219.853935","535180602010.56030000"
"2023-05-09 00:00:00 UTC+0","27666.95058326","9778347484.168428","535801085945.69330000"
"2023-05-08 00:00:00 UTC+0","27704.49140796","13339918193.996067","536541276916.03754000"
"2023-05-07 00:00:00 UTC+0","28493.90194158","6692700240.875317","551808260494.71080000"
"2023-05-06 00:00:00 UTC+0","29024.94912339","10401253590.848667","562092433656.94810000"
"2023-05-05 00:00:00 UTC+0","29625.63379211","13173980106.100279","573671974130.98400000"
"2023-05-04 00:00:00 UTC+0","28844.96488844","10469488507.918148","558530276073.57310000"
"2023-05-03 00:00:00 UTC+0","29014.47256093","13434676502.013828","561786718965.23220000"
"2023-05-02 00:00:00 UTC+0","28676.26245471","11330989295.182987","555212387156.78030000"
"2023-05-01 00:00:00 UTC+0","28096.48620425","12801311271.909126","543958677675.43870000"
"2023-04-30 00:00:00 UTC+0","29307.91708339","9477583924.043404","567384217526.62200000"
"2023-04-29 00:00:00 UTC+0","29294.96435824","6341737619.841458","567109848565.04490000"
"2023-04-28 00:00:00 UTC+0","29417.56884030","12336185505.899948","569456648845.20790000"
"2023-04-27 00:00:00 UTC+0","29474.08695634","20272354532.164406","570527130649.77990000"
"2023-04-26 00:00:00 UTC+0","28415.97922679","23249839058.105920","550017022811.76180000"
"2023-04-25 00:00:00 UTC+0","28311.00174547","12685692740.817644","547966318357.06010000"
"2023-04-24 00:00:00 UTC+0","27512.05493498","12520419004.993174","532478270575.41080000"
"2023-04-23 00:00:00 UTC+0","27595.31613339","8402350220.731218","534065592048.37190000"
"2023-04-22 00:00:00 UTC+0","27900.97355793","8794568639.219328","539953758185.72590000"
"2023-04-21 00:00:00 UTC+0","27335.84397022","15142333684.785215","528994860407.53940000"
"2023-04-20 00:00:00 UTC+0","28253.49104519","15159123807.647732","546727287221.83710000"
"2023-04-19 00:00:00 UTC+0","28853.88284078","18023127025.575333","558320468927.94800000"
"2023-04-18 00:00:00 UTC+0","30409.29065801","13504017968.924550","588386871379.91750000"
"2023-04-17 00:00:00 UTC+0","29419.62560255","11895494948.114235","569209445176.89360000"
"2023-04-16 00:00:00 UTC+0","30319.78403838","7478189655.015321","586602349671.49610000"
"2023-04-15 00:00:00 UTC+0","30392.67000993","7003778462.602704","587981152912.61680000"
"2023-04-14 00:00:00 UTC+0","30556.86218549","15183866402.790937","591129557613.41930000"
"2023-04-13 00:00:00 UTC+0","30411.05976184","11347093421.073654","588283126646.87900000"
"2023-04-12 00:00:00 UTC+0","29770.87695676","13594936078.987371","575869028657.32820000"
"2023-04-11 00:00:00 UTC+0","30175.46825740","14049964516.870897","583669537927.20840000"
"2023-04-10 00:00:00 UTC+0","29592.33674794","13366791059.126230","572366839486.05400000"
"2023-04-09 00:00:00 UTC+0","28280.90308552","7283700971.415017","546973678385.02260000"
"2023-04-08 00:00:00 UTC+0","27902.95958812","4709628484.752944","539637825260.00430000"
"2023-04-07 00:00:00 UTC+0","27867.24239823","5981878653.896894","538922677899.57300000"
"2023-04-06 00:00:00 UTC+0","27961.38674203","8696904390.615463","540715003983.74146000"
"2023-04-05 00:00:00 UTC+0","28115.24159752","11648126762.170801","543665129652.32965000"
"2023-04-04 00:00:00 UTC+0","28223.11494682","12215287174.583424","545725678501.05180000"
"2023-04-03 00:00:00 UTC+0","27733.35081933","14820981362.369455","536230910895.86620000"
"2023-04-02 00:00:00 UTC+0","28208.41781941","8874794520.974743","545390717856.18650000"
"2023-04-01 00:00:00 UTC+0","28458.93199782","8575515448.385859","550208428147.38950000"
"2023-03-31 00:00:00 UTC+0","28466.07865851","15022467705.659403","550320636462.06520000"
"2023-03-30 00:00:00 UTC+0","28139.30314071","18159895165.081932","543952764893.66754000"
"2023-03-29 00:00:00 UTC+0","28329.18774019","16691771904.151901","547623369399.52950000"
"2023-03-28 00:00:00 UTC+0","27263.91579851","13989183109.469137","527002795195.98883000"
"2023-03-27 00:00:00 UTC+0","27136.87959275","13745539478.655910","524525679180.78070000"
"2023-03-26 00:00:00 UTC+0","27988.75211574","10326587643.851042","540965705253.01370000"
"2023-03-25 00:00:00 UTC+0","27494.52768321","10262222767.028435","531388441194.12980000"
"2023-03-24 00:00:00 UTC+0","27502.66419114","22529070148.687054","531516295639.31805000"
"2023-03-23 00:00:00 UTC+0","28348.92594335","19491103423.102894","547840867685.72015000"
"2023-03-22 00:00:00 UTC+0","27326.81595002","26238588245.518963","528060303487.93290000"
"2023-03-21 00:00:00 UTC+0","28184.99165302","33072968886.605347","544619298336.12726000"
"2023-03-20 00:00:00 UTC+0","27796.72197002","38644528682.736946","537090152081.84710000"
"2023-03-19 00:00:00 UTC+0","28166.41857826","31129075776.663258","544206696988.04390000"
"2023-03-18 00:00:00 UTC+0","27103.14482329","29981466870.662125","523635115959.57820000"
"2023-03-17 00:00:00 UTC+0","27452.00078756","46099993664.578890","530350501451.08856000"
"2023-03-16 00:00:00 UTC+0","25047.52195558","29395903509.961610","483876795770.51605000"
"2023-03-15 00:00:00 UTC+0","24361.42119158","43737741036.930880","470601291001.35406000"
"2023-03-14 00:00:00 UTC+0","24743.85860298","50354238333.904884","477966130360.53290000"
"2023-03-13 00:00:00 UTC+0","24147.39750271","49772478846.161790","466421157287.22170000"
"2023-03-12 00:00:00 UTC+0","22103.72004337","28496572264.821740","426923958556.75934000"
"2023-03-11 00:00:00 UTC+0","20631.11051777","27123486997.070656","398459076771.60220000"
"2023-03-10 00:00:00 UTC+0","20245.30836066","40078839194.784485","390991060644.19770000"
"2023-03-09 00:00:00 UTC+0","20354.93556894","27926922341.025017","393092215599.56950000"
"2023-03-08 00:00:00 UTC+0","21699.33717233","19876540505.357983","419035900134.86420000"
"2023-03-07 00:00:00 UTC+0","22202.51727308","19643019020.390450","428712277700.77435000"
"2023-03-06 00:00:00 UTC+0","22410.35422574","14890194372.659723","432723770780.27480000"
"2023-03-05 00:00:00 UTC+0","22433.24716191","11959086791.063631","433144209556.92975000"
"2023-03-04 00:00:00 UTC+0","22357.25331159","9947601030.282390","431653993699.16860000"
"2023-03-03 00:00:00 UTC+0","22348.02793736","25404703503.315544","431455206439.98470000"
"2023-03-02 00:00:00 UTC+0","23459.82626941","19422181834.411423","452896778855.25586000"
"2023-03-01 00:00:00 UTC+0","23653.94559990","24012007901.525326","456621371845.60754000"
"2023-02-28 00:00:00 UTC+0","23134.12501723","18059679707.107980","446565233054.68384000"
"2023-02-27 00:00:00 UTC+0","23509.41795756","20214322321.658566","453787883561.48990000"
"2023-02-26 00:00:00 UTC+0","23556.27074684","16402229415.429700","454671359820.10540000"
"2023-02-25 00:00:00 UTC+0","23188.67946511","15092409957.349564","447560644337.21640000"
"2023-02-24 00:00:00 UTC+0","23190.31736377","25333759209.578920","447570365472.98000000"
"2023-02-23 00:00:00 UTC+0","23948.56699614","28990320479.971410","462179634533.58105000"
"2023-02-22 00:00:00 UTC+0","24194.11549235","28030993719.875496","466896226212.64124000"
"2023-02-21 00:00:00 UTC+0","24438.65889760","29208321287.451374","471591578814.04364000"
"2023-02-20 00:00:00 UTC+0","24828.45063451","27412540698.939312","479089609644.37310000"
"2023-02-19 00:00:00 UTC+0","24302.89015301","24029590384.500340","468897823957.85266000"
"2023-02-18 00:00:00 UTC+0","24645.13569042","17804924240.826912","475501079239.07715000"
"2023-02-17 00:00:00 UTC+0","24580.22020597","39338756057.163990","474224639879.91516000"
"2023-02-16 00:00:00 UTC+0","23604.89986575","36653051914.140240","455357402330.29370000"
"2023-02-15 00:00:00 UTC+0","24359.43290800","33104900311.128693","469912948341.62700000"
"2023-02-14 00:00:00 UTC+0","22207.35222948","27471479403.040703","428374672400.89374000"
"2023-02-13 00:00:00 UTC+0","21795.65946954","21015350348.285378","420412377923.90454000"
"2023-02-12 00:00:00 UTC+0","21793.55178161","16527587312.631268","420350343653.42500000"
"2023-02-11 00:00:00 UTC+0","21863.47370423","15503009165.961428","421677931354.90930000"
"2023-02-10 00:00:00 UTC+0","21635.40384289","25943632721.356590","417259576368.69360000"
"2023-02-09 00:00:00 UTC+0","21793.85136768","29069301834.734203","420293878779.38250000"
"2023-02-08 00:00:00 UTC+0","22953.81611314","22868151249.352665","442643386907.78326000"
"2023-02-07 00:00:00 UTC+0","23249.37281747","23251781266.387657","448322445410.11210000"
"2023-02-06 00:00:00 UTC+0","22754.38247947","20257911016.185860","438735485673.15440000"
"2023-02-05 00:00:00 UTC+0","22933.85491401","17588862759.754944","442195958652.55540000"
"2023-02-04 00:00:00 UTC+0","23330.84337536","13861462443.972809","449831328924.92770000"
"2023-02-03 00:00:00 UTC+0","23436.79024456","26157022345.897522","451853113038.48987000"
"2023-02-02 00:00:00 UTC+0","23454.93063321","28611831811.256187","452181298301.33160000"
"2023-02-01 00:00:00 UTC+0","23709.56773175","23433987254.880913","457071553029.92960000"
"2023-01-31 00:00:00 UTC+0","23138.92966776","19787464055.921090","446032371481.41660000"
"2023-01-30 00:00:00 UTC+0","22836.17827945","24043200131.718678","440196452463.62726000"
"2023-01-29 00:00:00 UTC+0","23751.98802572","24911580334.463604","457825934728.46155000"
"2023-01-28 00:00:00 UTC+0","23036.84655696","13052994742.253740","444019091592.87634000"
"2023-01-27 00:00:00 UTC+0","23078.19742276","22880224254.831207","444793022388.03770000"
"2023-01-26 00:00:00 UTC+0","23015.09102270","23596466405.462830","443553738716.75010000"
"2023-01-25 00:00:00 UTC+0","23090.26264751","27056414886.117340","444979216927.19950000"
"2023-01-24 00:00:00 UTC+0","22637.17409426","22910853943.555626","436226539453.34076000"
"2023-01-23 00:00:00 UTC+0","22924.28789714","23727063649.708035","441737846312.29270000"
"2023-01-22 00:00:00 UTC+0","22722.69890446","23535565345.421925","437813282218.94116000"
"2023-01-21 00:00:00 UTC+0","22779.17910672","28776889847.956623","438901523665.69860000"
"2023-01-20 00:00:00 UTC+0","22696.62603876","27802578658.602676","437292194338.69950000"
"2023-01-19 00:00:00 UTC+0","21079.25272303","19229190635.921524","406111681444.47610000"
"2023-01-18 00:00:00 UTC+0","20673.07691571","27071550230.918846","398267591684.92975000"
"2023-01-17 00:00:00 UTC+0","21137.06061988","22907860663.758453","407185921060.84064000"
"2023-01-16 00:00:00 UTC+0","21178.99392115","23872214710.191204","407950564531.90283000"
"2023-01-15 00:00:00 UTC+0","20881.54670862","16380753485.751429","402221125318.60596000"
"2023-01-14 00:00:00 UTC+0","20962.88792619","35081949050.624146","403765911828.87560000"
"2023-01-13 00:00:00 UTC+0","19941.25779193","27127232423.508476","384051914298.54047000"
"2023-01-12 00:00:00 UTC+0","18856.25656025","33771913481.434910","363155699807.44620000"
"2023-01-11 00:00:00 UTC+0","17944.39490872","16507218769.428648","345576171810.52720000"
"2023-01-10 00:00:00 UTC+0","17440.88963710","14416457745.482962","335845572965.88855000"
"2023-01-09 00:00:00 UTC+0","17188.79220898","17178912057.168375","330991129932.74680000"
"2023-01-08 00:00:00 UTC+0","17142.89132010","8143627114.623453","330090760948.64233000"
"2023-01-07 00:00:00 UTC+0","16946.84183076","6496874491.526641","326297458306.78930000"
"2023-01-06 00:00:00 UTC+0","16956.67915435","13050574601.436522","324138957221.05570000"
"2023-01-05 00:00:00 UTC+0","16824.99743810","11012706191.353930","324397588037.39484000"
"2023-01-04 00:00:00 UTC+0","16847.07061371","14100569579.979628","321080820418.18396000"
"2023-01-03 00:00:00 UTC+0","16667.50679172","12846592232.602524","321486454934.26776000"
"2023-01-02 00:00:00 UTC+0","16657.09361854","9522332997.160580","319832024054.63080000"
"2023-01-01 00:00:00 UTC+0","16608.06613526","7169976938.221576","318278329991.70190000"
"2022-12-31 00:00:00 UTC+0","16535.55933247","9096488698.630077","319722045805.09534000"
"2022-12-30 00:00:00 UTC+0","16608.08390999","13730397413.552832","320297298175.87695000"
"2022-12-29 00:00:00 UTC+0","16635.48532030","10943601426.276360","318288869204.81464000"
"2022-12-28 00:00:00 UTC+0","16536.79655259","13785017895.974580","321351469136.86210000"
"2022-12-27 00:00:00 UTC+0","16700.45180825","12760634193.406141","325036912914.66970000"
"2022-12-26 00:00:00 UTC+0","16910.82084577","9058022676.853184","323868581953.11570000"
"2022-12-25 00:00:00 UTC+0","16834.89442107","9446032076.710741","324072643385.91296000"
"2022-12-24 00:00:00 UTC+0","16845.55534901","7675553506.557321","323013370317.24255000"
"2022-12-23 00:00:00 UTC+0","16793.67158693","12152411213.100523","323519254392.67450000"
"2022-12-22 00:00:00 UTC+0","16816.40453235","12899719662.100214","323127932459.19025000"
"2022-12-21 00:00:00 UTC+0","16819.90770721","11740672863.575731","325120443529.51874000"
"2022-12-20 00:00:00 UTC+0","16901.00821166","18306257523.474260","316270478163.65466000"
